,Title,Label
11457,Software Architect/ Lead Developer,Engineer
11460,Software Engineer,Raw
11462,Head of Marketing and Advertising  Unit,Marketing Specialist
11463,Accountant,Accountant
11466,Head of Payment Technologies Division,Finance Specialist
11467,Head of Business Process Effectiveness and KPI Set-up Group,Raw
11468,Senior Accountant,Accountant
11469,Doctor/ Expert,Raw
11470,Hrazdan Credit Specialist,Credit Officer
11473,QA Engineer - Validation Department,Engineer
11474,Place and Route Software Engineer,Software Developer
11479,Senior Software Engineer -  Database Department,Software Engineer
11481,Senior C++ Developer,C/ C++ Developer
11482,.NET Trainer,C/ C++ Developer
11483,Designer,Graphic Designer
11484,Software Engineer,Engineer
11485,Programmer - Information and Communication Technologies,Software Developer
11487,Blackberry and Android Platform Expert,Training Specialist
11490,Loan Programs Manager/ Coordinator,Loan Specialist
11491,Software Developer,Raw
11492,Driver,Driver
11494,Director of Ameriagroup Incorporation in the USA,Raw
11495,Junior PHP Developer,PHP Developer
11496,Senior Android Developer,Software Developer
11497,CEO of Ameriagroup Representative Office in the USA,Raw
11498,Senior C++ Software Engineer,Engineer
11501,Web Game Developer,Software Developer
11502,GUI Developer,Graphic Designer
11505,Advocacy and Gender Expert,Raw
11508,ASP.NET (MVC) Developer,.NET Developer
11509,Support Service Representative,Customs Specialist
11510,Language Assistant/ Translator for RTA,Assistant
11511,Mobile Application Developer,Java Developer
11512,ASP.Net Software Developer,Software Developer
11513,Merchandiser,Raw
11514,Deputy Chief Accountant,Accountant
11515,Senior QA Engineer,Engineer
11517,Web Developer,Web Developer/ Designer
11519,Physicist-Analyst,Software Developer
11521,Data Quality Developer,Marketing Specialist
11522,DB Senior Developer,C/ C++ Developer
11523,Head of Sales and Service Department,Sales Manager
11524,Game Analytics Specialist,Software Developer
11525,Office Administrator,Raw
11527,Head of Retail Banking & Wealth Management (RBWM),Raw
11528,Scientific Assistant in Research and Development Department,Software Developer
11531,Native Persian Speaking Manager,Finance Specialist
11532,Market Research Analyst,Analyst
11533,Business Loan Specialist  in Artashat,Loan Specialist
11535,Specialist for  Financial System Competitiveness Analysis and,Finance Specialist
11536,Agro Loan Specialist in Artashat,Loan Specialist
11537,Cleaner,Raw
11538,Credit Specialist in Artashat,Credit Officer
11539,Business Loan Specialist in Armavir,Loan Specialist
11540,Office Manager/ Administrator,Office Manager
11541,Agro Loan Specialist in Abovyan,Loan Specialist
11543,Business Loan Specialist,Loan Specialist
11544,Agro Loan Specialist  in Gyumri,Loan Specialist
11545,Purchasing and Marketing Manager,Marketing Specialist
11546,Mobile and Web Applications Developer,Web Developer/ Designer
11547,Programmer Analyst,Software Developer
11548,PIU Construction Supervision Engineer,Engineer
11549,PIU Lawyer,Lawyer
11550,Software Developer,Software Developer
11553,Consultant for Finance and Budgeting,Project Manager/ Assistant
11555,Mid-Level Software Developer,Software Developer
11558,Consultant for Monitoring and Evaluation,Controller
11559,Junior Online Marketing Developer,Marketing Specialist
11562,Sales and Service Specialist,Sales Manager
11563,Brand Manager,Brand Manager
11565,Logistics and Transportation Coordinator,Transport Manager
11567,Cafe Manager,Receptionist
11568,Database Developer,Systems Administrator
11569,PHP Developer,Web Developer/ Designer
11570,Executive Director,Raw
11571,PHP Programmer,PHP Developer
11572,Internet and Multimedia Engineer,Web Developer/ Designer
11573,Chief Specialist of Credit Deals Monitoring Unit,Credit Officer
11574,Doctor-Expert,Lawyer
11575,Consultant for Social and Technical Studies/ Research,Raw
11577,SharePoint Developer,C/ C++ Developer
11578,C#/ .NET Backend Developer,Software Developer
11580,.Net Developer,.NET Developer
11581,Head of Invoicing and Debtors Department,Department Head
11582,Office Administrator/ Logistics Specialist,Specialist
11583,Server Administrator,Software Developer
11586,Driver of Machinery Type Backhoe Loader and Skid Steer Loader,Engineer
11587,Senior .NET Developer,.NET Developer
11588,Human Resources Manager,Social Worker
11589,Driver of Truck Mounted Crane,Driver
11590,Linux System/ Web Server Consultant,Software Developer
11593,Senior Mobile Developer,Java Developer
11594,Driver Replacement,Driver
11596,TB Doctor/ Replacement,Medical Representative
11598,.NET Software Developer,.NET Developer
11600,Senior Software Engineer,Engineer
11601,Researcher,Brand Manager
11603,Restaurant Manager,Raw
11604,Advertisement and PR Supervisor,Marketing Specialist
11605,Senior Java Developer,Engineer
11606,Transformational Development Facilitator in Aparan,Software Developer
11607,Lawyer,Lawyer
11608,International Account Manager,Auditor
11610,Branch Manager,Branch Manager
11613,PR and Marketing Manager,PR Specialist
11614,Trainer at Training Center,Training Specialist
11615,HR Manager,Raw
11616,Supermarket Director,Brand Manager
11618,Program Coordinator/ Editor,Journalist
11619,Sales Consultant in Franchisee Shop,Brand Manager
11620,Data Analyst,Analyst
11621,Project Assistant/ Training Coordinator,Training Specialist
11622,Pharmacist/ Pharmacologist,Medical Representative
11623,Head of Reporting Unit,Accountant
11625,Customer Service Agent,Sales Manager
11626,Auditor,Auditor
11627,Account Manager,Marketing Specialist
11629,Application Development Manager,Software Developer
11630,Software Development Engineer in Test,Test Engineer
11632,C++ Developer,Software Developer
11633,Software Engineer,Engineer
11634,Electrical/ Lighting Engineer,Engineer
11635,HR Specialist,Raw
11636,Communications Officer,Raw
11637,Mid-Level Technical Writer,Journalist
11639,Junior Auditor,Auditor
11641,Project Coordinator for Promoting Equal Rights and Equal,Raw
11644,Operational Risk Manager,Credit Officer
11645,Java  Developer,Java Developer
11646,Advanced PHP Senior Developer,PHP Developer
11651,Senior Java Developer,Java Developer
11653,Training and Development Specialist - HR Management Unit,Training Specialist
11656,Head of Marketing Department,Marketing Specialist
11657,Chef Cook,Medical Representative
11658,Administrative Assistant,Assistant
11661,Advocacy and Gender Expert,Raw
11664,Chief Accountant,Accountant
11665,Executive Assistant,Assistant
11666,Activity Examiner in Digital Media,Raw
11667,Activity Examiner in Web Development,Engineer
11670,Activity Examiner in Animation,Raw
11672,Warehouse Shift Supervisor,Department Head
11673,Field Coordinator of Sociological Surveys,Analyst
11674,Interviewer,Analyst
11675,Activity Examiner in Game Development,Engineer
11677,Director of Restaurant Complex,Director
11678,Senior C++ Developer,Software Developer
11681,Senior Mobile Application Developer,Java Developer
11682,Programs Officer,Project Manager/ Assistant
11683,Vayk Branch Manager,Branch Manager
11684,Senior ASP.NET (MVC) Developer,Software Developer
11686,Profit Center Promotion Specialist,Teller
11687,Merchandiser,Sales Manager
11688,Business Promotion Center Retail Specialist,Brand Manager
11689,Business Promotion Center Senior Retail Specialist,Brand Manager
11690,Non-Profit Center Promotion Specialist,Project Manager/ Assistant
11691,Reporting Unit Specialist,Finance Specialist
11692,Senior Java Developer,Java Developer
11695,Accounting Specialist,Accountant
11698,HR Specialist,HR Specialist
11699,JavaScript Developer,PHP Developer
11706,QA Intern/ Contractor,Journalist
11707,Pre-seller,Raw
11708,Senior Frontend Developer,Web Developer/ Designer
11709,Fashion Buyer,Brand Manager
11710,Web and Mobile QA Analyst,Software Developer
11711,Sales and Operation Manager,Sales Manager
11713,Recruitment and University Partnership Specialist,Software Developer
11714,Lawyer,Lawyer
11715,Telecom Installer/ Engineer,Network Engineer
11717,Senior ICT Assistant,Assistant
11720,TB Doctor /Replacement,Medical Representative
11722,Graphic Designer,Graphic Designer
11724,Expert in Public Procurement,Raw
11726,Game Developer,Software Developer
11727,Communications Assistant,Assistant
11728,Mobile and Social Games Product Manager,Java Developer
11729,Team Leader,Specialist
11730,Business Consultant,Consultant
11731,International Account Representative,Director
11734,Software QA Engineer,.NET Developer
11735,Technical Manager,Technical Support
11738,Tax Specialist,Credit Officer
11739,Short-Term Consultant,Raw
11740,Short-Term Consultant,Raw
11741,Audit Intern,Raw
11743,Chief Accountant,Accountant
11747,Web Developer,Web Developer/ Designer
11749,Delinquent Credits Collection Agent,Credit Officer
11750,Director,Director
11751,Executive Assistant,Director
11752,Lawyer,Lawyer
11753,Accountant,Accountant
11755,Customer Support Representative,Customs Specialist
11756,Sales Representative,Sales Manager
11758,Sales Specialist,Sales Manager
11759,Medical Represenative,Medical Representative
11761,Commercial Responsible,Raw
11762,Administrator,Raw
11763,Network Administrator,Network Administrator
11766,C# .Net Developer,.NET Developer
11767,Human Resources Executive,Raw
11768,Personal Assistant,Assistant
11774,Corporate Client Manager,Teller
11775,Branch Representative - Intern,Raw
11777,Senior SME Credit Specialist,Finance Specialist
11778,Graphic Designer,Graphic Designer
11779,Internal Auditor,Auditor
11780,Finance Specialist,Credit Officer
11781,Junior Web and Mobile QA Analyst,Software Developer
11782,Customer Support Engineer,Customs Specialist
11783,Finance Controller,Finance Specialist
11785,Translator/ Editor,Raw
11786,Java Web Developer,Software Developer
11787,Sales Person,Sales Manager
11789,Merchandiser,Sales Manager
11790,Customs Clearance Assistant/ Intern,Customs Specialist
11791,Senior Technical Specialists (Social Protection),Social Worker
11792,Director of Rural Finance Facility (RFF),Director
11793,Training and Capacity Building Officer,Raw
11794,Assistant to General Director,Assistant
11795,Insurance Specialist,Raw
11796,Project Evaluation Consultant,Raw
11797,Postal Financial Service Specialist,Receptionist
11798,Senior Technical Specialist (Finance),Raw
11800,Web Developer,Web Developer/ Designer
11802,System Administrator,Systems Administrator
11804,IT Specialist,Specialist
11806,Java Developer,Java Developer
11807,Corporate Customer Relationship Manager,Software Developer
11808,Senior Software Developer/ Team Lead,Software Developer
11811,PR and Marketing Manager,PR Specialist
11813,Web Designer,Web Developer/ Designer
11814,Automotive Service Manager,Raw
11816,ABAP Developer,Software Developer
11817,Deputy Commercial Director,Raw
11818,MS SQL Database Developer,Unix Administrator
11819,Head Waiter/ Waitress,Receptionist
11820,Supermarket Manager,Finance Specialist
11822,Senior PHP Developer,PHP Developer
11823,Lawyer,Lawyer
11824,RTA Administrative Assistant for German Resident Twinning Adviser,Finance Specialist
11825,UNDP Operations Manager,Operations Manager
11826,Nursery Manager,Raw
11827,Language Assistant for German Resident Twinning Adviser,Finance Specialist
11828,Educational Web Content Developer,Software Developer
11830,Business Unit Manager,Raw
11831,Designer,Architect
11832,Finance and Administration Manager,Finance Specialist
11833,QA Engineer,Engineer
11835,Senior Java GUI Developer,Java Developer
11836,Marketing Manager,Marketing Specialist
11837,Short-Term Consultant (e-Commerce),Raw
11839,Manager,Manager
11840,Electrical Engineer,Engineer
11841,Environmental Specialist,Social Worker
11842,Consultant for Local Market Development Plan Development,Software Developer
11844,Project Coordinator,Project Manager/ Assistant
11845,Amasia Area Development Programme Team Leader,Raw
11846,Sales Manager,Sales Manager
11847,Marketing Director,Project Manager/ Assistant
11848,SharePoint Developer,Web Developer/ Designer
11852,.NET Backend Developer,Web Developer/ Designer
11853,Project Analyst/ Consultant,Project Manager/ Assistant
11854,ASP.NET Developer,Software Developer
11855,Cashier,Receptionist
11856,Head of SME Department,Raw
11859,Merchandising Manager,Raw
11864,Branch Manager,Branch Manager
11871,Frontend UI Developer,Web Developer/ Designer
11872,Business Unit Director,Unit Manager
11875,External Relations Specialist,Director
11877,Legal Advisor,Lawyer
11878,IT Helpdesk Intern,Finance Specialist
11883,Branch Representative,Customs Specialist
11885,Operations Manager,Operations Manager
11886,Human Resources and Recruitment Manager,HR Specialist
11887,Transformation Manager,Raw
11888,Local Consultant on Gender Mainstreaming,Translator
11890,Regulatory and Institutional Framework Component Leader,Raw
11892,Access to Rural Finance Component Leader,Raw
11895,Assistant to General Manager,Assistant
11896,Logistics Specialist,Unit Manager
11898,Chief Executive Officer,Raw
11899,Pension Reform Component Leader,Raw
11900,IT Manager,Manager
